,map_id,time_event,description,victim_name,victim_x,victim_y,victim_rank,killer_name,killer_x,killer_y,killer_rank
35,MIRAMAR,1516,M416,KoreanTalic,426557.1,562882.4,10,KillmaadYOU,431305.6,564864.1,4.0
36,MIRAMAR,1084,M416,yong333,447203.7,571764.4,25,myy123456,446172.8,569832.9,1.0
37,MIRAMAR,736,Grenade,UNUUN_,144039.5,281501.8,36,UNUUN_,144039.5,281501.8,36.0
38,MIRAMAR,181,UMP9,CHQCHQ666,351004.7,269516.4,67,imamjan,350620.0,271383.9,2.0
39,MIRAMAR,1931,M416,imamjan,441958.9,538784.0,2,myy123456,443567.6,540845.4,1.0
40,MIRAMAR,289,SCAR-L,mulinzu,371154.5,423897.3,48,XiaoJue,371334.6,423939.0,8.0
41,MIRAMAR,161,M416,hanbo7799,200406.9,277564.3,70,jang_jpg,201335.0,275739.1,66.0
42,MIRAMAR,730,Falling,adsadawd,370272.5,450146.5,37,,,,
43,MIRAMAR,228,SCAR-L,misxiaojun,190632.4,291904.9,55,cxlove520,190152.5,291082.2,45.0
44,MIRAMAR,478,Sickle,WTAA2,0.0,0.0,63,MARTIDER,328544.7,372087.3,28.0
45,MIRAMAR,1070,Bluezone,fenly2008,358210.3,346819.6,26,,,,
46,MIRAMAR,515,M16A4,tanglyn,152435.9,276570.8,40,FinallyDark,152155.9,276358.9,17.0
47,MIRAMAR,796,Hit by Car,AnYangyi,112140.6,557834.1,31,AnYangyi,112140.6,557834.1,31.0
48,MIRAMAR,389,M416,YZQ1134,174563.0,296560.2,44,UNUUN_,172484.6,296470.0,36.0
49,MIRAMAR,1423,M416,dazutianying,387364.9,524195.5,13,asdfghjkln,370108.4,511865.3,9.0
50,MIRAMAR,266,M16A4,MALIANG155,372573.9,298231.5,49,adsadawd,373186.6,298303.2,37.0
51,MIRAMAR,166,SCAR-L,ABCD-123-,369710.3,424294.8,69,XiaoJue,371699.3,424110.1,8.0
52,MIRAMAR,1794,M416,baobeiyin,447064.7,537992.9,5,myy123456,450758.1,538923.5,1.0
53,MIRAMAR,433,Grenade,DVA234,436460.7,280707.7,43,fxp200062,438624.6,279876.2,6.0
54,MIRAMAR,1864,M416,KillmaadYOU,438442.2,543026.1,4,imamjan,437018.4,540276.1,2.0
55,MIRAMAR,98,SCAR-L,Rosemary_Pz,265076.3,346612.4,81,ZeRoxTHeLeGend,264881.2,346189.3,18.0
56,MIRAMAR,1564,Kar98k,asdfghjkln,413686.1,539662.1,9,XiaoJue,411591.1,532237.1,8.0
57,MIRAMAR,182,M416,jang_jpg,200391.0,277607.9,66,YZQ1134,193094.7,275339.0,44.0
58,MIRAMAR,1214,M416,23idendtity,436434.5,579562.1,20,KillmaadYOU,438635.9,583157.0,4.0
59,MIRAMAR,209,SCAR-L,smallrabbitl,439179.7,279928.7,59,GenzuSSam,438684.3,281147.6,54.0
60,MIRAMAR,104,S1897,juzige123,261779.0,211228.8,78,asdfghjkln,261934.2,211174.8,9.0
61,MIRAMAR,762,M416,CC285130,464171.9,423367.4,34,xxxxxxrj,456444.9,421984.8,29.0
62,MIRAMAR,1163,Bluezone,junjun19941003,0.0,0.0,27,,,,
63,MIRAMAR,1207,SCAR-L,Letterball,285478.4,514327.9,22,Mr_L_C,285258.6,515151.8,7.0
64,MIRAMAR,795,Bluezone,zhuixunliwen,0.0,0.0,42,,,,
65,MIRAMAR,1058,M416,Sandymy,297711.1,443095.8,27,asdfghjkln,300493.8,445431.5,9.0
66,MIRAMAR,148,UMP9,8888863,351026.1,269611.6,72,imamjan,351833.5,269423.7,2.0
67,MIRAMAR,223,SKS,ckf9498,136012.3,261361.5,56,Qunar-YanG,137826.0,259263.6,50.0
68,MIRAMAR,1400,S12K,MR_FDM,387234.4,524373.1,14,dazutianying,387304.1,522994.3,13.0
69,MIRAMAR,220,M16A4,iboyfriends,319540.8,361700.2,57,vghcvghjkvhj,319736.2,361577.8,51.0
70,MIRAMAR,483,Falling,HzCilginPikapci,536837.9,269232.7,41,,,,
71,MIRAMAR,113,S1897,lGC1996,326645.6,353658.6,76,wtf22-_1,327277.8,354192.8,74.0
72,MIRAMAR,107,Kar98k,Tamrines,367443.0,421396.9,77,XiaoJue,366704.2,422569.8,8.0
73,MIRAMAR,187,Micro UZI,PLA771105,345724.4,295046.9,64,Sina-7,345960.0,294389.1,16.0
74,MIRAMAR,159,M416,LuckStar12,259975.9,204485.6,71,jianghaizhou,259463.5,203142.0,68.0
75,MIRAMAR,254,M416,Qunar-YanG,136320.9,261980.1,50,tanglyn,136953.9,261413.8,40.0
76,MIRAMAR,100,S1897,2BHEZlJING,325726.6,351860.9,80,haoGe_ChiJ,325479.8,352159.9,73.0
77,MIRAMAR,93,S1897,sandaier,317675.4,360747.2,85,vghcvghjkvhj,317793.1,360073.7,51.0
78,MIRAMAR,201,P92,TBWK001,477968.4,363143.6,60,bie1xiu1le,478375.5,362820.8,38.0
79,MIRAMAR,114,P92,GintCro,376490.5,433880.0,75,mulinzu,376779.5,433731.5,48.0
80,MIRAMAR,194,M16A4,wh198799,319852.3,361175.9,62,vghcvghjkvhj,318963.9,361181.3,51.0
81,MIRAMAR,740,Micro UZI,DF-xiaohen,399035.0,386923.8,35,ZeusMalakas,399128.8,386612.0,15.0
82,MIRAMAR,242,SCAR-L,MinMLanG9,188079.7,391234.6,52,Mr_L_C,183084.4,386912.2,7.0
83,MIRAMAR,1494,Bluezone,ZhaoXxiang,421339.0,580995.1,11,,,,
0,MIRAMAR,473,M16A4,MaMa_s,434833.0,282355.1,42,iehck,433742.8,280846.1,4.0
1,MIRAMAR,1478,M416,XiaoJue,330921.6,413884.2,13,smile_520,333114.4,406718.5,6.0
2,MIRAMAR,979,M416,zzz10666,353219.4,346595.9,27,smile_520,353918.8,348459.6,6.0
3,MIRAMAR,782,Kar98k,bigschoolpeole,299053.5,259375.2,29,Heorqing,288985.1,280313.6,11.0
4,MIRAMAR,117,Vector,AlphaXJim,438408.5,281121.5,84,07wen,438296.3,281068.8,75.0
5,MIRAMAR,1966,Bluezone,iehck,293816.1,404448.6,4,,,,
6,MIRAMAR,144,Punch,liunainai666,0.0,0.0,96,fghfgch,479662.6,65592.5,53.0
7,MIRAMAR,871,RedZone,RanChenYou,181847.7,439271.9,28,,,,
8,MIRAMAR,100,SKS,LoosperM,172972.8,293675.0,94,IamLYB1988,172473.2,296229.2,91.0
9,MIRAMAR,1500,Bluezone,baibai8,355600.5,381327.5,12,,,,
10,MIRAMAR,1736,SCAR-L,smile_520,303879.2,402008.4,6,MAIYUDE1,302959.7,402018.9,3.0
11,MIRAMAR,130,P1911,Lovingd9,327619.8,353276.8,77,ycwoxiangni,327360.4,352978.2,30.0
12,MIRAMAR,107,Tommy Gun,Markeloff9916,341693.8,272753.6,88,DouyuTv_YingDiC,341006.3,272949.9,41.0
13,MIRAMAR,291,SCAR-L,RyanHongL,246029.6,204224.2,56,MAIYUDE1,245575.8,204313.6,3.0
14,MIRAMAR,1686,UMP9,wuyekuangfeng,295359.9,422345.3,8,WuAsEn,295442.8,422669.8,5.0
15,MIRAMAR,144,M416,Alone1514,293667.9,516972.7,70,Nogg520,285983.5,514993.7,37.0
16,MIRAMAR,329,Tommy Gun,jiangang1,369463.3,424430.3,54,Elenen-zzy,367184.6,424685.8,23.0
17,MIRAMAR,205,AKM,BAIYUqaq111,366622.5,268478.6,61,baibai8,366062.3,271033.3,12.0
18,MIRAMAR,1331,Falling,147zxz,366250.3,409370.1,18,,,,
19,MIRAMAR,175,Mini 14,Xiao1e,365025.3,419171.8,63,XiaoJue,366770.8,421336.9,13.0
20,MIRAMAR,105,M16A4,Snake-BBQ,370717.3,424210.4,90,Kar98k-Zs,367097.5,422533.1,81.0
21,MIRAMAR,1321,Bluezone,UiopZoer,364473.5,333976.8,19,,,,
22,MIRAMAR,677,AKM,Special_Tao,383767.2,425552.0,35,gipsydanger000,381376.3,428637.4,21.0
23,MIRAMAR,374,SCAR-L,MINIYSY,360353.2,279968.3,48,DouyuTv_YingDiC,359519.7,278001.8,41.0
24,MIRAMAR,1428,M416,haljay520,355638.2,366276.4,15,baibai8,359476.2,363669.1,12.0
25,MIRAMAR,513,M416,PIPIXIAOMENZOU,173376.1,292993.4,38,7YearsHongY,176972.4,294594.4,7.0
26,MIRAMAR,187,M16A4,wanrong,176595.7,296364.6,62,PIPIXIAOMENZOU,176155.2,296359.4,38.0
27,MIRAMAR,720,M416,Ewei,180360.9,440161.3,31,LieBaoZhan,176967.1,447853.2,1.0
28,MIRAMAR,171,Punch,WarmJer,479897.3,63893.24,65,fghfgch,479991.5,63882.97,53.0
29,MIRAMAR,134,Falling,HcGeng666,143584.3,555135.7,74,,,,
30,MIRAMAR,124,M16A4,Raynou,327429.1,353328.9,80,Lovingd9,327641.8,353835.9,77.0
31,MIRAMAR,486,M416,DouyuTv_YingDiC,361072.3,277723.6,41,baibai8,360475.2,278034.0,12.0
32,MIRAMAR,276,Micro UZI,wangxp777,434966.1,181351.8,57,haljay520,435010.6,182741.1,15.0
33,MIRAMAR,715,Kar98k,maomao513821,190670.9,306462.8,32,7YearsHongY,180198.8,307270.3,7.0
34,MIRAMAR,99,Tommy Gun,wan-69,339930.6,275292.1,95,DouyuTv_YingDiC,341405.1,274848.5,41.0
35,MIRAMAR,1275,M416,xklnice,372233.2,330506.4,20,UiopZoer,372195.6,325759.9,19.0
36,MIRAMAR,1703,M416,7YearsHongY,281717.7,401697.0,7,iehck,283000.8,401317.8,4.0
37,MIRAMAR,1372,Mk14,xiong86,358619.9,406875.0,17,XiaoJue,352520.3,407785.6,13.0
38,MIRAMAR,508,M416,liuzhu200888,297947.8,505100.2,39,XiaoJue,298679.9,504131.8,13.0
39,MIRAMAR,1158,SCAR-L,15724976818,421073.1,324450.6,24,haljay520,415686.7,323361.3,15.0
40,MIRAMAR,141,Punch,yang33370769,0.0,0.0,96,WarmJer,481207.9,66489.55,65.0
41,MIRAMAR,116,VSS,yourquitbaba,319039.6,359348.8,85,bigschoolpeole,318952.8,359479.9,29.0
42,MIRAMAR,412,M416,W_s_s_W,143954.1,264357.7,44,Heorqing,143883.2,263805.2,11.0
43,MIRAMAR,1523,M416,Heorqing,287218.6,364508.6,11,iehck,283290.6,364823.8,4.0
44,MIRAMAR,230,UMP9,kukudejisha,397972.1,305048.8,59,yjhgfhf,398686.6,303629.5,55.0
45,MIRAMAR,1551,Mini 14,leicc1992,296449.6,434610.9,9,lishiwen9,286356.7,407845.9,2.0
46,MIRAMAR,95,AKM,mslbq,201392.7,292289.0,96,maomao513821,201020.2,293008.3,32.0
47,MIRAMAR,227,S1897,Kwakjisub,439064.6,280147.9,60,iehck,438557.8,280776.8,4.0
48,MIRAMAR,131,S1897,jackiejeon,438788.1,280882.7,76,iehck,438294.0,280821.7,4.0
49,MIRAMAR,411,M16A4,Killer-954,183050.0,420303.3,45,RanChenYou,188975.2,414101.7,28.0
50,MIRAMAR,109,M416,MAKASAILA,386848.8,306323.2,87,kukudejisha,386650.9,306116.9,59.0
51,MIRAMAR,2034,SCAR-L,lishiwen9,295832.1,409760.3,2,LieBaoZhan,296265.0,409243.8,1.0
52,MIRAMAR,683,M416,Yhtevollxx-cf,434719.1,281320.2,34,iehck,434460.4,279451.6,4.0
53,MIRAMAR,669,SCAR-L,CS98428,85354.14,697300.7,36,kangruis,82957.37,699417.8,25.0
54,MIRAMAR,1161,SCAR-L,Elenen-zzy,371653.0,429100.1,23,gipsydanger000,371661.9,429227.0,21.0
55,MIRAMAR,155,UMP9,jgter,367798.7,421659.1,67,XiaoJue,367246.5,421603.2,13.0
56,MIRAMAR,346,AKM,fghfgch,459858.7,83431.29,53,Leung0913,457130.2,86883.27,33.0
57,MIRAMAR,1051,Mini 14,kangruis,187872.4,450274.7,25,lishiwen9,195280.3,441302.1,2.0
58,MIRAMAR,702,M16A4,Leung0913,371598.8,285707.2,33,xklnice,368671.2,288474.8,20.0
59,MIRAMAR,105,Punch,Azhmmmmmm,85616.47,705502.4,89,kangruis,85684.23,705126.4,25.0
60,MIRAMAR,349,Vector,777777-qiyue,250510.4,513350.9,52,SlimmmN,247202.8,514760.1,43.0
61,MIRAMAR,128,UMP9,chnine12,373922.3,436396.3,78,jiangang1,374033.2,434679.3,54.0
62,MIRAMAR,147,S1897,MCJ-L,318666.6,341852.2,69,A5201314AA,317879.4,342079.7,64.0
63,MIRAMAR,1541,P92,Maker-zz,0.0,0.0,55,smile_520,319056.2,405160.0,6.0
64,MIRAMAR,118,M16A4,LZTVz197270Ziyi,361740.9,426541.3,83,gipsydanger000,361622.6,426402.0,21.0
65,MIRAMAR,360,M416,shimieribendao,300831.5,494645.1,50,XiaoJue,308040.5,479651.7,13.0
66,MIRAMAR,102,S1897,hgjhgjfgfh,244984.6,526364.3,93,SlimmmN,245378.5,526373.0,43.0
67,MIRAMAR,128,S12K,golanzijintao,368038.3,429353.4,79,Elenen-zzy,367760.3,428358.3,23.0
68,MIRAMAR,2016,SCAR-L,MAIYUDE1,297449.2,409348.6,3,LieBaoZhan,296360.7,409247.8,1.0
69,MIRAMAR,592,Mk14,Nogg520,300825.4,495204.3,37,XiaoJue,302554.9,484821.2,13.0
70,MIRAMAR,387,M16A4,fuck952788,322603.0,348442.2,47,ycwoxiangni,322746.4,348592.3,30.0
71,MIRAMAR,171,P1911,A5201314AA,318592.3,341798.4,64,fuck952788,318128.8,341596.6,47.0
72,MIRAMAR,134,S1897,07wen,438858.2,280864.2,75,iehck,438442.2,280780.0,4.0
73,MIRAMAR,449,Mk14,SlimmmN,299285.3,502105.7,43,XiaoJue,300869.1,494545.5,13.0
74,MIRAMAR,166,AKM,Simon-Hebert,203451.3,282761.0,66,maomao513821,202932.9,282893.2,32.0
75,MIRAMAR,351,M16A4,SlowLiving1996,189265.3,415484.0,51,RanChenYou,189134.0,415205.3,28.0
76,MIRAMAR,1765,Mini 14,WuAsEn,299639.7,415957.6,5,lishiwen9,288305.4,409923.9,2.0
77,MIRAMAR,147,SKS,GM355,174011.4,435402.5,68,Killer-954,174375.5,434630.6,45.0
78,MIRAMAR,492,M416,hirokoshoo,158318.7,551766.9,40,TD-ERGANG,155477.7,551779.3,16.0
79,MIRAMAR,1273,UMP9,gipsydanger000,364769.0,436823.9,21,WuAsEn,364819.8,436469.4,5.0
80,MIRAMAR,119,SCAR-L,mzm1989,141818.5,595125.9,82,Ewei,141684.6,594699.4,31.0
81,MIRAMAR,365,UMP9,LIN-Interlude,365393.6,439567.6,49,WuAsEn,365481.3,439720.0,5.0
82,MIRAMAR,1388,UMP9,TD-ERGANG,366084.7,436173.4,16,WuAsEn,365354.0,434944.3,5.0
83,MIRAMAR,1242,SCAR-L,michaeldon,398909.2,334438.5,22,haljay520,396618.6,329969.9,15.0
84,MIRAMAR,402,AKM,LIN-MJ66,437436.2,287377.0,46,Yhtevollxx-cf,437838.6,288352.9,34.0
85,MIRAMAR,1028,M416,JuQianYishen,226895.5,337186.9,26,7YearsHongY,225688.4,337332.3,7.0
86,MIRAMAR,102,S1897,wlhtlee,366951.5,272236.8,92,baibai8,367346.6,273326.5,12.0
87,MIRAMAR,135,S686,Fabruary14,367551.6,423952.9,73,XiaoJue,367103.2,424022.9,13.0
88,MIRAMAR,111,M16A4,HH-BOBO,438989.9,281356.6,86,jackiejeon,438963.9,281275.0,76.0
89,MIRAMAR,256,SCAR-L,Mr_Yun615,174535.7,439134.5,58,Killer-954,176179.9,439673.3,45.0
90,MIRAMAR,102,M416,IamLYB1988,172533.2,296255.8,91,7YearsHongY,172932.3,294169.7,7.0
91,MIRAMAR,1456,M416,WUFARANG12,352861.9,362469.2,14,baibai8,358617.3,366172.0,12.0
92,MIRAMAR,762,UMP9,ycwoxiangni,365716.8,416933.9,30,Elenen-zzy,364948.4,418122.9,23.0
93,MIRAMAR,121,UMP9,Kar98k-Zs,366883.8,423679.8,81,Fabruary14,366987.2,424735.2,73.0
94,MIRAMAR,304,Mini 14,yjhgfhf,370182.5,308085.9,55,UiopZoer,378572.0,316962.2,19.0
0,MIRAMAR,1767,Bluezone,zeratul12,404158.0,157876.6,2,,,,
1,MIRAMAR,481,M416,XiaoJue,366640.5,437066.8,45,sexfree2,368111.0,435371.2,44.0
2,MIRAMAR,121,M16A4,Aqqle,436315.2,287042.3,82,HJHGFYH,436344.9,287198.3,65.0
3,MIRAMAR,211,M16A4,saidalihenlihai,372422.6,428449.2,69,sexfree2,371736.2,428395.9,44.0
4,MIRAMAR,550,M416,uhuhut,366747.3,437075.6,41,Tangboy6,368142.7,435308.3,14.0
5,MIRAMAR,398,SCAR-L,GOLDBEARsk,666100.3,60733.2,52,Yang_Tao,665299.8,62693.66,25.0
6,MIRAMAR,147,SCAR-L,ExcellentYu,439681.9,281403.5,77,xaiojinge,439636.8,281466.2,70.0
7,MIRAMAR,1527,M416,VICCCX,430614.4,177254.8,9,hahahias,422631.2,166109.2,8.0
8,MIRAMAR,458,M16A4,RC_KuLou,333148.2,207335.1,46,CN_hytutu,332023.4,208091.4,19.0
9,MIRAMAR,144,SKS,LITTLEC4T,435978.8,277426.0,78,Wn99654,435933.2,277446.3,20.0
10,MIRAMAR,1224,AWM,gdys-ydc,512389.8,193440.3,16,seam505,516890.3,201976.5,1.0
11,MIRAMAR,441,Grenade,GGGUAI,523825.2,271734.1,49,China-likun,525221.9,268993.1,23.0
12,MIRAMAR,1732,AWM,s76215786,399847.6,153231.1,3,seam505,411496.1,151680.9,1.0
13,MIRAMAR,109,P1911,RongxianWJ,530557.8,345663.4,84,Beatter37,530516.0,345042.9,36.0
14,MIRAMAR,881,UMP9,Yang_Tao,556289.9,220461.4,25,KSAKSAD,556901.8,220788.0,10.0
15,MIRAMAR,229,M16A4,GXculibe2,439377.8,280192.5,66,HJHGFYH,439230.1,280564.6,65.0
16,MIRAMAR,100,M416,COUNTRYS,435207.0,281301.1,87,dandanns,435275.5,281214.2,75.0
17,MIRAMAR,1501,Bluezone,1120535845,398294.6,221389.5,11,,,,
18,MIRAMAR,227,M16A4,FrostKyushu,372169.0,428391.1,68,sexfree2,372573.6,428464.5,44.0
19,MIRAMAR,158,Crossbow,lybhss,446749.4,265472.1,74,YINGYU-HAO,446765.3,265421.7,57.0
20,MIRAMAR,614,SCAR-L,Luck_cc,483063.1,200048.1,39,seam505,477739.6,205810.0,1.0
21,MIRAMAR,112,Tommy Gun,XiaoShi_,367310.3,422358.8,83,mcque666,367381.2,421901.3,80.0
22,MIRAMAR,102,S1897,20deYuxi,439226.9,276621.4,86,xaiojinge,438710.2,277661.7,70.0
23,MIRAMAR,482,UMP9,sexfree2,368081.8,435395.1,44,Tangboy6,368676.3,434347.7,14.0
24,MIRAMAR,1019,SCAR-L,DaYang98k,443772.6,338495.1,22,cream_9,444594.6,345082.3,21.0
25,MIRAMAR,130,Kar98k,sx1202,436585.1,285146.4,81,dandanns,436668.4,284341.0,75.0
26,MIRAMAR,108,M16A4,TOP927,434296.9,278874.6,85,XUTAO777777,434088.3,279605.9,73.0
27,MIRAMAR,1517,AUG,KSAKSAD,430747.8,173562.5,10,VICCCX,430011.5,178180.6,9.0
28,MIRAMAR,94,Grenade,Sssssun777,439175.6,281422.5,89,LITTLEC4T,439112.5,281393.4,78.0
29,MIRAMAR,1027,SKS,cream_9,445252.0,344112.8,21,Tangboy6,403093.9,338329.6,14.0
30,MIRAMAR,1580,SCAR-L,XIELIN006,395182.7,154616.6,7,zeratul12,395269.8,154437.3,2.0
31,MIRAMAR,1559,SCAR-L,hahahias,429493.9,162976.4,8,seam505,433799.4,159773.6,1.0
32,MIRAMAR,322,AKM,God--k,368531.3,304128.2,58,JISOOOvO,365364.8,305126.2,34.0
33,MIRAMAR,777,SCAR-L,zmy1994,556019.8,225866.8,28,Yang_Tao,556464.6,225805.5,25.0
34,MIRAMAR,377,S12K,minari1,478204.5,191311.2,53,LiCan777,477157.3,192072.2,47.0
35,MIRAMAR,1352,AUG,Tangboy6,443272.1,199890.4,14,VICCCX,440083.2,208072.1,9.0
36,MIRAMAR,322,M416,mastresse,0.0,0.0,65,Xgaojian,466769.5,371791.8,17.0
37,MIRAMAR,154,M16A4,dandanns,436127.5,283718.6,75,XUTAO777777,437438.9,284035.6,73.0
38,MIRAMAR,802,Hit by Car,Tom-zhangfeng,454122.6,247811.7,27,Tom-zhangfeng,454122.6,247811.7,27.0
39,MIRAMAR,426,M16A4,D_DLe-Dem,380478.7,275724.0,50,Mr_001Li,384624.0,274601.4,38.0
40,MIRAMAR,94,Grenade,LAJIAOLMLM,439042.0,281616.9,90,LITTLEC4T,439112.5,281393.4,78.0
41,MIRAMAR,659,Grenade,JISOOOvO,348408.9,298172.6,34,,,,
42,MIRAMAR,362,M16A4,zxxbuibuibui,385203.1,278150.8,54,Mr_001Li,385468.6,278235.6,38.0
43,MIRAMAR,722,M16A4,JiChuXiaohuihui,302431.6,295834.0,32,zhunwenya1,305281.7,294951.9,18.0
44,MIRAMAR,137,Punch,A-Accdient,124318.0,704385.8,79,zeratul12,124369.4,704324.0,2.0
45,MIRAMAR,171,SKS,manyou3721,700069.5,60734.77,72,Yang_Tao,696592.9,61184.69,25.0
46,MIRAMAR,960,SCAR-L,China-likun,556659.1,235676.8,23,seam505,541498.9,235209.1,1.0
47,MIRAMAR,1151,Kar98k,zhunwenya1,345671.1,259292.9,18,qwehanwei123,365885.9,238062.8,15.0
48,MIRAMAR,238,M416,HJHGFYH,441388.9,280432.2,65,Wn99654,440985.3,279996.5,20.0
49,MIRAMAR,91,SCAR-L,La0TuFei,438419.1,280834.9,93,Sssssun777,438838.9,280770.6,89.0
50,MIRAMAR,180,AKM,xaiojinge,439097.4,279941.1,70,Wn99654,438977.7,280170.5,20.0
51,MIRAMAR,600,AKM,D2_Meng,348727.0,298909.4,40,JXQ_0522,348385.6,299570.0,35.0
52,MIRAMAR,93,UMP9,MRDONGDONGDONG,643733.3,244460.4,92,Tom-zhangfeng,644006.2,244614.0,27.0
53,MIRAMAR,1157,M416,Xgaojian,512278.9,193488.2,17,gdys-ydc,515026.3,201037.9,16.0
54,MIRAMAR,448,AKM,LiCan777,478266.2,191162.2,47,Luck_cc,478573.3,191261.8,39.0
55,MIRAMAR,354,SCAR-L,19880502,668517.8,59649.53,56,GOLDBEARsk,668225.6,61248.31,52.0
56,MIRAMAR,445,P18C,kikifjj,720199.0,61652.59,48,KSAKSAD,719562.7,61453.02,10.0
57,MIRAMAR,263,M416,gebeery,439513.8,281122.8,63,Wn99654,439811.9,280924.8,20.0
58,MIRAMAR,1594,AWM,Sky_Huei,394915.8,164701.1,6,seam505,426418.6,158384.0,1.0
59,MIRAMAR,657,Grenade,JXQ_0522,348212.5,299552.1,35,JISOOOvO,347529.7,298113.1,34.0
60,MIRAMAR,1672,SCAR-L,jiang-long,416919.2,169990.5,5,seam505,419279.9,169627.6,1.0
61,MIRAMAR,228,M416,zmyg,257415.8,530242.7,67,hahahias,260493.8,527333.1,8.0
62,MIRAMAR,754,Bluezone,IM-DouYu,0.0,0.0,94,,,,
63,MIRAMAR,1113,Mini 14,CN_hytutu,298494.9,267261.5,19,s76215786,295724.5,267817.1,3.0
64,MIRAMAR,1347,M416,qwehanwei123,401535.6,226523.2,15,asfsregerg,401259.3,224925.9,12.0
65,MIRAMAR,245,M16A4,huya_bad,203273.1,407815.2,64,s76215786,201162.1,409055.1,3.0
66,MIRAMAR,535,UMP9,LYQ-NND,97773.83,729655.9,42,979652685,96393.63,733462.4,37.0
67,MIRAMAR,622,SKS,979652685,85108.42,702015.8,37,qwehanwei123,81331.07,707445.8,15.0
68,MIRAMAR,423,SCAR-L,Deat_ate_baba,652389.1,253679.8,51,Tom-zhangfeng,655525.3,254965.1,27.0
69,MIRAMAR,862,M416,JINMN,422434.4,337754.8,26,Xgaojian,422680.4,337207.6,17.0
70,MIRAMAR,733,M416,invincible-BY,559803.0,225720.3,31,zmy1994,556190.7,225854.4,28.0
71,MIRAMAR,134,SCAR-L,mcque666,368798.0,424213.9,80,XiaoJue,370179.4,421033.2,45.0
72,MIRAMAR,939,Grenade,a714406371,330908.4,529048.6,24,a714406371,330908.4,529048.6,24.0
73,MIRAMAR,94,S686,Distant-L,705763.0,58403.41,91,manyou3721,705602.8,56616.88,72.0
74,MIRAMAR,357,UMP9,C304-Infinity,318068.4,342628.1,55,D2_Meng,318083.2,343461.5,40.0
75,MIRAMAR,764,M416,WHAIDSHNJDFHA,484865.5,434594.5,29,DaYang98k,484569.1,435685.6,22.0
76,MIRAMAR,1681,AWM,sanquanerer,395268.8,158173.6,4,s76215786,392684.6,147885.0,3.0
77,MIRAMAR,149,SKS,zhouxiaoyang1,565631.9,293204.3,76,GGGUAI,566604.4,293771.0,49.0
78,MIRAMAR,1394,Mini 14,ren54188,312133.7,144970.3,13,s76215786,321503.9,146096.4,3.0
79,MIRAMAR,1499,Bluezone,asfsregerg,404533.7,222819.6,12,,,,
80,MIRAMAR,95,S1897,qortkwkd,438699.3,279957.0,88,xaiojinge,438703.1,279096.2,70.0
81,MIRAMAR,1036,AKM,Wn99654,438714.4,255912.3,20,VICCCX,437634.1,256141.8,9.0
82,MIRAMAR,175,AKM,Yu5677,375065.5,308683.2,71,JISOOOvO,381329.8,307284.2,34.0
83,MIRAMAR,315,M416,Ycw1987022605,463537.8,372386.9,61,Xgaojian,468008.6,370688.1,17.0
84,MIRAMAR,167,M16A4,XUTAO777777,435340.3,283859.8,73,HJHGFYH,433625.5,285232.8,65.0
85,MIRAMAR,67,S686,Trum-Nenya,689748.4,66971.99,94,Yang_Tao,689406.7,66900.05,25.0
86,MIRAMAR,321,S686,AK-198,421006.5,563265.3,60,Sky_Huei,421546.0,563238.7,6.0
87,MIRAMAR,497,M416,hjcSbaba,452659.0,364656.7,43,Xgaojian,452667.1,364884.0,17.0
88,MIRAMAR,306,AKM,Angle1685,513832.3,372161.1,62,VICCCX,513209.3,373496.7,9.0
89,MIRAMAR,636,SKS,Beatter37,493631.8,327174.2,36,VICCCX,482780.1,348264.5,9.0
90,MIRAMAR,616,UMP9,Mr_001Li,395005.0,283178.4,38,1120535845,393017.1,281815.2,11.0
91,MIRAMAR,710,SCAR-L,YFBL,0.0,0.0,94,cream_9,396750.3,406276.1,21.0
92,MIRAMAR,338,M416,YINGYU-HAO,436142.7,280904.1,57,Wn99654,437603.7,281177.1,20.0
0,MIRAMAR,182,P1911,XiaoJue,0.0,0.0,83,IearthI,428352.3,280293.9,6.0
1,MIRAMAR,983,Bluezone,AllenChan0809,552428.4,476481.9,28,,,,
2,MIRAMAR,346,Mini 14,jimmy6522,357271.3,178614.5,50,4AMLouzzZ,389659.4,181424.3,11.0
3,MIRAMAR,810,SCAR-L,YangMou911,565596.2,493980.6,35,RagAlpha,567209.8,497965.9,2.0
4,MIRAMAR,576,AKM,fuck123you,474282.8,370084.8,44,LZLFIRE,473198.3,366251.2,27.0
5,MIRAMAR,320,M16A4,GgAinB,370847.9,421029.7,53,god_br0ther,370978.6,420915.9,32.0
6,MIRAMAR,153,S686,DR_ROSE,439092.6,280558.9,71,Gc-MasTer,439395.8,280413.7,66.0
7,MIRAMAR,114,M416,Rahman0,429517.2,195022.3,74,YOURNAMEMY,430940.7,194970.9,10.0
8,MIRAMAR,419,UMP9,fuwei1121,622182.1,66081.87,47,BjXjT,622779.3,67698.91,30.0
9,MIRAMAR,1104,Kar98k,DRjjjjjcy,555881.0,230553.5,18,YOURNAMEMY,556393.1,201970.1,10.0
10,MIRAMAR,1585,M416,RagAlpha,531702.1,257078.8,2,ailandonggege,516907.3,268661.2,1.0
11,MIRAMAR,682,SCAR-L,SnakeZYD,380138.2,294118.2,40,qiminghua6,379980.5,297310.3,38.0
