,total_rank,nickname,rank,kills,damage_dealt,walk_distance,ride_distance,time_survived
25,84,Dear_SuYi,19,0,187,1519.3319099999999,3181.23584,1101.468
26,84,Evenzc,75,0,47,126.421379,0.0,113.774
27,84,Hrzyh_Ai,63,1,26,134.93,0.0,181.05200000000002
28,84,gogo231,5,2,113,4035.74316,0.00418844027,1451.3529999999998
29,84,choose_of_sky,60,0,0,102.413437,0.0,223.97099999999998
30,84,fuck123you,44,0,0,1204.4194300000001,423.308563,576.095
31,84,Anokah_Bleh,84,0,44,11.8524475,0.0,86.074
32,84,DR_ROSE,71,0,42,110.029678,0.0,153.231
33,84,7jitoukui,7,0,0,3535.3403299999995,5649.507,1331.38
34,84,myworldgame,23,2,200,2758.56177,868.7072,1093.984
35,84,ttpvomiss,20,0,151,2652.72021,2321.76245,1100.871
36,84,XiaoJue,83,0,0,0.0,0.0,182.53799999999998
37,84,2wymmmd,83,0,0,5.715969,0.0,90.37899999999999
38,84,CN-mei,3,1,158,3395.70874,2841.047,1512.695
39,84,AllenChan0809,28,0,135,1004.74554,5218.14258,983.6080000000001
40,84,nihaokai666,76,0,0,32.28353,0.0,106.311
41,84,TaurusLoser,14,0,0,2861.14282,0.0,1183.2069999999999
42,84,ljqlaowang,15,3,199,1399.925,2061.00146,1182.796
43,84,YangMou911,35,0,98,867.3232,1914.1779999999999,810.2310000000001
44,84,Shiny-boy11,58,1,100,193.65106200000002,0.0,235.923
45,84,FJAR,56,0,0,429.7584,0.0,271.796
46,84,qiminghua6,38,1,100,994.8228,0.0,719.99
47,84,Zro77,16,0,27,1860.7354699999999,617.218567,1144.813
48,84,jimmy6522,50,0,46,711.7671,0.0,346.84
49,84,LIJINGHU0923,45,1,100,954.8363,0.0,1093.5919999999999
50,84,ZJiaBin007,62,1,100,173.60382099999998,0.0,181.614
51,84,W-LLE,9,0,98,1574.46838,3859.6928700000003,1320.668
52,84,MusTang_zp,55,1,146,407.939728,0.0,275.725
53,84,zhuzhijieisgod,4,0,0,3912.26587,2698.89258,1503.34
54,84,H_Smile,78,0,73,9.245242999999999,0.0,103.994
55,84,qingjiaolonggea,33,0,0,1131.968,0.0,854.206
56,84,IearthI,6,2,194,1042.79114,0.0,1370.351
57,84,NDY_gj,81,0,0,34.4030876,0.0,101.484
58,84,LZLFIRE,27,2,287,2548.1452600000002,0.0,1027.4460000000001
59,84,missloveu,39,0,97,376.738129,0.0,713.2760000000001
60,84,ajskfdjk,46,1,154,760.6626,0.0,441.691
61,84,sanbaqiangdiLYB,80,0,73,3.041689,0.0,103.499
62,84,sishenmengyan,36,0,24,1934.30957,3254.5625,792.552
63,84,SoulAleen,13,0,44,2066.929,5131.07471,1188.367
64,84,BjXjT,30,1,57,1104.8648699999999,4790.48828,972.823
65,84,shuaigegasi,34,0,112,1629.00854,4494.0786100000005,846.553
66,84,woshiwangganggui,49,3,254,398.371216,0.0,368.48800000000006
67,84,ppu999,22,1,107,1658.16028,1543.874,1094.609
68,84,xuhaipeng860710,29,0,21,1675.79089,3375.8147,976.567
69,84,zy1006,79,0,45,69.13343,0.0,103.961
70,84,sjid000,54,2,200,105.825546,0.0,287.98
71,84,Hulusai81,42,1,144,982.7289999999999,665.781738,642.9
72,84,Gc-MasTer,66,1,99,162.109879,0.0,166.243
73,84,DRjjjjjcy,18,1,59,1009.49866,1430.6665,1104.577
74,84,yangqixiao,12,1,75,2525.94434,1354.07825,1266.181
75,84,ailandonggege,1,18,1595,4504.537,0.0,1585.9260000000002
76,84,saktoo,48,0,99,754.8625490000001,0.0,383.163
77,84,busharen520,68,0,0,121.66628999999999,0.0,160.379
78,84,Azanidexin,41,1,100,1171.95044,292.898071,667.307
79,84,yan87877201,73,0,50,30.029871000000004,0.0,114.652
80,84,Rahman0,74,0,0,97.7428741,0.0,114.05799999999999
81,84,skyfall_xp,70,0,0,107.951881,0.0,154.969
82,84,H-Godz,64,0,0,120.153679,0.0,173.38
83,84,4AMLouzzZ,11,1,125,3688.6843299999996,0.0,1284.526
0,94,Fantastic_Zing,74,2,185,35.53218,0.0,135.015
1,94,1986xx11,90,0,0,36.2920341,0.0,88.87200000000001
2,94,conan66666666666,49,0,69,898.0782,0.0,372.87
3,94,QF-tml,68,1,123,285.6558,0.0,168.199
4,94,GUGA2017,11,0,0,2168.63647,2872.5671399999997,1508.808
5,94,Captain_Vk,88,0,0,14.534375199999998,0.0,90.916
6,94,ZMinG10,35,0,0,1164.3192099999999,729.28656,637.4019999999999
7,94,BattleWolf266,58,1,103,93.64945,2400.1710000000003,228.32299999999998
8,94,sijianren13,85,0,142,16.846485100000002,0.0,99.56700000000001
9,94,bqyCAPF,55,1,143,193.7719,0.0,263.535
10,94,xiaoyang6666yang,51,0,43,248.91705299999998,0.0,339.55400000000003
11,94,OoJay,26,2,200,2007.5606699999998,0.0,836.785
12,94,liangke520,83,0,0,34.8702774,0.0,102.743
13,94,VCCK5,41,0,57,382.369171,1960.10193,466.834
14,94,NaughtyLoser,22,2,382,988.4503,0.0,1012.683
15,94,XiaoJue,44,5,552,740.3269650000001,0.0,430.994
16,94,zxm1026888,81,0,19,21.8821,0.0,107.18700000000001
17,94,Adolph-777,80,0,80,20.0111618,0.0,108.736
18,94,ahazlllzy,3,4,465,2847.453,3806.88086,1964.9620000000002
19,94,LiuCheng0374,69,0,10,67.13417,1088.81567,154.375
20,94,Birkhoff-S,24,0,0,2068.31274,2081.36572,879.7610000000001
21,94,DevilGoodnees,86,0,36,32.175434100000004,0.0,99.251
22,94,loverly1,29,2,270,1167.65186,110.573067,726.6569999999999
23,94,gogo-000,57,0,0,331.5769,0.0,232.718
24,94,shipengfeia,32,0,0,2395.8313,0.0,694.948
25,94,19136572,39,1,78,648.0062,0.0,502.811
26,94,PatrickSheik,4,7,901,3537.8247100000003,1267.59924,1879.5510000000002
27,94,mc-zhQ,14,1,147,1612.93909,1189.59961,1308.478
28,94,leigeLL,82,0,79,104.424141,0.0,106.23200000000001
29,94,XHX-Hisense,15,0,133,3050.13379,2016.59937,1300.5410000000002
30,94,wdqwedjkashfjkd,9,1,158,4203.708,0.0,1671.338
31,94,NewBeeHui,34,1,99,1433.75378,1382.65015,664.477
32,94,rdtfuyftyf,37,1,100,754.0731,0.0,525.154
33,94,Jwy88888888,45,2,121,331.394,0.0,416.62
34,94,Acoolzhang,53,0,0,155.620239,0.0,304.901
35,94,AugustDaniel,94,0,0,0.0,0.0,151.032
36,94,AstoriaPendragon,50,0,0,304.828522,0.0,356.535
37,94,jingdada233,13,0,14,3035.64355,3867.16943,1445.871
38,94,SixPointedStar,33,0,0,1748.0336899999998,0.0,687.222
39,94,wangqiangya,87,0,0,27.109003100000002,0.0,93.23
40,94,P-zzzzz,59,1,100,170.5523,0.0,225.62400000000002
41,94,China_Dxc,73,0,0,36.99725720000001,0.0,138.151
42,94,moon_qzq,62,1,132,138.330948,0.0,209.71400000000003
43,94,nidexiaohaome1,31,1,171,1214.924,2780.64258,700.7669999999999
44,94,962464wyj,64,1,100,199.661087,0.0,196.52200000000002
45,94,T-ear,47,0,9,362.185272,0.0,394.004
46,94,TheChunkyHunk,93,0,0,62.0787544,0.0,81.14699999999999
47,94,Shanghzzz,42,0,66,499.964142,0.0,451.369
48,94,S-UZI,94,0,67,4.58591843,0.0,73.87100000000001
49,94,lieveil,12,1,100,3712.9511700000003,634.184143,1482.596
50,94,big-bird1s,30,1,100,1094.55225,0.0,725.669
51,94,oathkeeper2,63,0,0,171.320251,0.0,198.977
52,94,bruce_yufeng,76,0,0,20.9389668,0.0,124.175
53,94,STOPOR,20,0,0,1339.49255,861.605469,1111.434
54,94,Ez__SShaYu,6,4,405,3521.12061,3066.8940000000002,1786.473
55,94,719944000,56,0,100,289.591431,1584.02332,248.08900000000003
56,94,GlynnH,36,0,7,620.8515,1196.735,575.7090000000001
57,94,8873,60,2,189,161.00251799999998,0.0,217.014
58,94,kane1111,8,0,147,2134.7705100000003,5794.757320000001,1713.99
59,94,Kraken_555,66,0,77,80.24037,0.0,186.209
60,94,FYHjazz,27,1,100,942.246338,0.0,798.028
61,94,formeragent16,67,1,100,64.22112,0.0,172.118
62,94,JasonksCR,46,0,0,282.34411600000004,0.0,403.533
63,94,GTX-1090Ti,18,2,250,1905.7226600000001,157.485641,1171.671
64,94,wudisong00,89,1,100,24.238020000000002,0.0,89.397
65,94,DANA8298,43,0,58,235.066223,0.0,445.414
66,94,jiaowoxiaotian3,72,0,0,272.075,0.0,138.16299999999998
67,94,LZJ19970711,17,1,141,4422.15869,0.0,1181.687
68,94,hyy-SB,79,0,0,0.0,0.0,114.07700000000001
69,94,YBcsw,16,0,0,2184.578,0.0,1256.722
70,94,daybreak561,2,2,193,1386.75989,3225.39478,1968.306
71,94,bigg-dic,75,0,0,18.474052399999998,0.0,127.11200000000001
72,94,The_devil001,10,3,325,3170.9709999999995,3209.68066,1654.6070000000002
73,94,lxlzeishuai,61,2,200,223.50572200000002,0.0,213.043
74,94,Cdy902,7,2,253,2129.646,0.0,1766.6470000000002
75,94,wow78f91,71,1,100,42.20794,0.0,146.059
76,94,LIXUNHUAN1314520,40,1,187,385.9181,0.0,486.11699999999996
77,94,GHLoveYao,78,0,29,30.8905811,0.0,119.59899999999999
78,94,LeoMango,86,0,0,0.0,0.0,123.77600000000001
79,94,yshgwbs,92,0,0,31.10779,0.0,83.587
80,94,guohouwan,5,4,449,2910.34229,156.888519,1852.0829999999999
81,94,kimseckwon,38,1,77,664.1421,23.2949066,505.19199999999995
82,94,beautiful9556,19,2,190,1968.6770000000001,2977.2575699999998,1126.1760000000002
83,94,CultCans,91,0,43,3.11735988,0.0,85.083
84,94,Anger1234,52,1,87,486.625183,0.0,328.189
85,94,LucyLucks,54,0,85,526.2139,0.0,275.54200000000003
86,94,General0006,65,0,0,206.941071,128.02304099999998,195.356
87,94,ljsglsjg,25,4,492,1500.60425,0.0,850.7339999999999
88,94,Karenina-Along,1,2,226,2723.6997100000003,729.3912,1968.4479999999999
89,94,Liangbin214,84,1,99,11.2017355,0.0,100.132
90,94,ChenSiryo,48,3,298,625.8021,0.0,381.032
91,94,NattoLars,28,2,230,1570.8938,0.0,767.704
92,94,zhongguoCEOgua,21,2,207,2524.784,2090.74683,1098.872
93,94,LILUV587,23,0,18,334.855774,0.0,930.557
0,92,MissJeremy,53,0,62,279.993469,0.0,278.16900000000004
1,92,ShenLan95,23,0,24,1839.03833,0.0,1066.393
2,92,GADALIKE,6,1,99,3704.465,0.0,1878.4
3,92,UZ1QAQ,39,2,268,878.1664,0.0,620.314
4,92,HelloYouA,92,0,0,0.0,0.0,1136.1589999999999
5,92,Gold79926,60,0,0,120.800095,0.0,223.584
6,92,MINIYSY,68,0,10,107.05468799999998,0.0,160.674
7,92,Buhe1019,51,0,66,158.417847,0.0,320.332
8,92,donggewudi1990,43,0,48,437.21835300000004,0.0,521.51
9,92,HONGQI2017,36,2,190,471.220734,0.0,721.4
10,92,9527ACE_,5,1,36,1564.5629999999999,6813.7373,1878.668
11,92,ezhar895,27,0,0,1459.1570000000002,6206.475,1014.6030000000001
12,92,U-r-loser,54,0,0,258.51394700000003,0.0,259.967
13,92,ddy897,35,1,224,688.0921,0.0,738.972
14,92,LIN-MJ66,76,0,34,19.5712738,0.0,126.665
15,92,XiLaoBi,13,0,0,1973.6523399999999,6852.706,1363.871
16,92,Magic-Xc,83,0,35,0.0,0.0,105.96700000000001
17,92,qfzxcilu,92,0,0,0.0,0.0,126.679
18,92,Brave_666,8,0,98,2280.758,6552.687,1511.099
19,92,dajier222,71,2,264,156.752884,0.0,157.333
20,92,XiaoJue,86,1,100,33.8673859,0.0,101.286
21,92,SSRParke,44,3,378,818.5577,1227.598,505.401
22,92,yang33370769,70,0,0,165.465256,0.0,157.664
23,92,dongdongdong121,4,0,0,2465.48267,4506.9423799999995,1948.165
24,92,eastall,32,0,18,1177.43176,39.57724,815.178
25,92,MynameisWangshui,55,1,191,434.4975,0.0,256.16
26,92,mile3008,48,4,400,532.5271,0.0,439.184
27,92,WordEither,65,0,0,273.21286000000003,0.0,173.59799999999998
28,92,LJh10010,92,0,0,0.0,0.0,1106.17
29,92,DK_pun,58,1,86,262.091034,0.0,232.878
30,92,Rightttt,40,0,52,591.7773440000001,0.0,604.28
31,92,edoqie,29,1,138,922.9293,3365.1286600000003,935.697
32,92,KFJJC,12,1,88,1462.63879,5669.165,1368.68
33,92,xiao_keai001,84,1,100,35.19565,0.0,104.794
34,92,nicksBB,56,0,39,348.92526200000003,0.0,254.96200000000002
35,92,lixiao6661,69,0,47,441.719482,0.0,158.35
36,92,laowai233,33,1,153,360.5642,0.0,785.935
37,92,hcdz9924,2,2,235,1981.269,7879.9672900000005,2010.658
38,92,FWCxiaogangpao,3,2,306,2667.40552,1422.93738,1967.3
39,92,PENW-KK,88,0,0,0.0,0.0,98.834
40,92,Ssuperman222,92,0,13,59.105106400000004,0.0,92.839
41,92,jackiejeon,72,0,18,57.5670471,0.0,153.716
42,92,Duapai9-88,90,0,0,81.44799,0.0,94.204
43,92,Yqhp_GodPG,59,1,100,490.63415499999996,373.466248,225.515
44,92,XIN_TW,24,1,198,901.9206539999999,3106.2009999999996,1053.282
45,92,xianren123,28,0,75,968.220459,0.0,1012.924
46,92,wohencai36,92,0,0,0.0,0.0,176.218
47,92,NBHM,41,2,258,960.940857,0.0,589.811
48,92,Likereli,34,2,218,853.0420529999999,3150.005,776.39
49,92,yeoby23,46,0,77,663.8429570000001,0.0,494.50300000000004
50,92,realcooking,92,0,0,0.0,0.0,196.90599999999998
51,92,KimBBoGle,50,0,0,414.189972,259.62493900000004,323.798
52,92,RainbowBAO,74,0,44,32.8336945,0.0,129.334
53,92,HuangdaDA121,7,1,84,2199.83252,6174.69434,1866.7220000000002
54,92,pipipi_D,17,1,106,2221.637,2930.7290000000003,1194.685
55,92,lala66521,92,0,0,0.0,0.0,119.322
56,92,rony90,1,16,1529,2783.46582,3340.699,2010.8
57,92,gehao666E,38,0,0,2033.0919199999998,761.6968,677.7360000000001
58,92,liuhuangdi,26,2,440,1071.111,1713.7524399999998,1027.128
59,92,huya-guabi666,81,0,44,0.3483652,0.0,109.055
60,92,Big-Mum,9,1,184,1412.49561,9752.562,1495.175
61,92,hsq_xiaohei,91,0,35,10.4592314,0.0,94.186
62,92,suzhouEMSboge,42,1,100,476.82968099999994,0.0,522.961
63,92,Snooo0oopy,15,2,161,1320.56531,1753.2858899999999,1267.0410000000002
64,92,Jasonsior,57,1,146,201.3684,0.0,234.92700000000002
65,92,Tigerhuang,18,3,401,2069.42725,4798.040529999999,1175.119
66,92,songqiye,31,0,4,1956.40576,2387.724,874.1669999999999
67,92,myassboom,79,1,167,2.53179812,0.0,114.15700000000001
68,92,huya-MGHZ,45,0,0,363.57757599999997,0.0,499.599
69,92,Samuel_oh,85,0,0,17.5988083,0.0,103.179
70,92,Tiaes,89,0,0,37.923362700000006,0.0,98.445
71,92,RNGuzi-----,14,2,130,2471.36719,4508.7124,1295.9560000000001
72,92,ancangshaji,52,0,0,257.493744,0.0,311.26099999999997
73,92,vip-JJ,30,2,251,1778.274,659.6242679999999,899.0110000000001
74,92,Benboba_0,92,0,0,0.0,0.0,211.771
75,92,ZHN-666,67,1,100,204.445267,0.0,167.49200000000002
76,92,xoxoso,80,0,0,11.891100900000001,0.0,111.24600000000001
77,92,qiangwang6661,63,0,0,162.95224,0.0,196.892
78,92,lvhao8888,92,0,0,0.0,0.0,146.44299999999998
79,92,Double-Ksxu,11,5,484,2844.4565399999997,0.0,1372.0220000000002
80,92,shisanshaovf,92,0,0,0.0,0.0,171.74599999999998
81,92,yezhanxiaowangzi,82,0,97,101.793518,0.0,106.635
82,92,society_xg,21,1,151,1342.4497099999999,0.0,1078.369
83,92,invisibleman6,49,2,199,209.4309,0.0,332.79699999999997
84,92,Wangjinqiaodie,16,2,400,2026.05225,437.610229,1229.184
85,92,haungjianyu,25,1,131,1497.11145,2902.315,1031.323
86,92,perfectgreen,87,0,98,83.65593,0.0,100.14399999999999
87,92,Nostalgua-,10,0,0,3394.0817899999997,5071.375,1430.496
88,92,0Liyunlong0,22,2,200,2735.105,2228.60181,1070.427
89,92,MrYangJXDad,78,0,0,7.39107132,0.0,117.402
90,92,eatfive,37,1,99,802.3443,0.0,704.58
91,92,CarryZhou-M24,47,0,30,278.2898,0.0,453.231
0,94,6tao__tao6,78,1,100,36.36057279999999,0.0,195.013
1,94,Emontiona9,11,4,469,2626.56445,0.0,1523.6629999999998
2,94,MoZong111,37,3,300,995.289551,0.0,716.409
3,94,peng2897116,92,0,0,51.7902451,0.0,106.45700000000001
4,94,zaileta,31,4,469,2553.676,0.0,953.21
5,94,zxc5973223,63,0,90,414.336182,0.0,365.20099999999996
6,94,hlsiyuan,26,1,100,2391.83374,0.0,1106.8210000000001
7,94,MIdloveMybabyGG,56,0,67,209.11908,0.0,413.27099999999996
8,94,wangmouren141,84,0,0,81.4077454,0.0,148.918
9,94,nothingesion,8,1,200,2876.87842,1293.71155,1693.243
10,94,KillerLCH,71,0,0,541.6064,0.0,311.158
11,94,Dimonds-Mr5,53,0,48,714.984558,0.0,450.087
12,94,Ylzzzz,28,1,100,1595.22864,0.0,1034.215
13,94,wangjia123321,54,0,46,526.1957,0.0,446.724
14,94,SlashZhang,21,0,0,2850.39819,483.7228,1216.247
15,94,sixu93,1,4,424,3032.02344,6751.696999999999,1923.469
16,94,mmllwk05,64,1,100,257.28756699999997,0.0,361.615
17,94,Annabellii,36,1,119,1085.346,1291.5565199999999,769.117
18,94,MaMa_s,13,2,211,1766.9787600000002,3630.2905299999998,1511.3229999999999
19,94,Suckdik_6,42,0,49,699.664368,0.0,594.0509999999999
20,94,tzskem,94,0,0,0.0,0.0,369.04900000000004
21,94,185cm75kg20cm,33,0,34,1626.4519,0.0,842.363
22,94,xiaofei7778,38,1,86,1248.59058,0.0,689.0219999999999
23,94,Bloodyrammus,48,2,229,873.2021,0.0,475.949
24,94,Reeves_CJG,44,1,172,918.532837,0.0,553.114
25,94,laonashitai,94,0,0,12.2190723,0.0,100.818
26,94,Gaviniuy,85,0,0,0.0,0.0,164.093
27,94,AKF72,7,1,167,3674.3179999999998,2569.50024,1707.654
28,94,pangzihaowuliao,61,0,0,673.2682,0.0,393.67900000000003
29,94,KOR_SUKJUN,59,1,124,298.011261,0.0,397.02
30,94,barse,94,0,0,0.0,0.0,147.744
31,94,lhj-zero,14,1,100,1562.25854,89.6898,1457.8239999999998
32,94,AAAAx11,3,3,313,2689.446,0.0,1792.0770000000002
33,94,Anhuilei,90,0,0,15.197421100000001,0.0,112.803
34,94,lyly520,47,0,11,850.9515,0.0,486.50800000000004
35,94,Xiaokashu6666,81,0,23,159.407822,0.0,177.28400000000002
36,94,XiaoJue,29,5,362,1488.76465,4588.525,962.498
37,94,LanXiangExcavate,27,1,194,1162.2384,3178.2775899999997,1103.164
38,94,Methat,72,0,42,246.42082200000002,0.0,295.865
39,94,YiGeChengZi,80,1,134,120.600174,0.0,179.59
40,94,wkjhxdskj,6,2,171,4759.3820000000005,0.0,1719.66
41,94,hamigebigulang,73,0,0,297.989166,0.0,288.20099999999996
42,94,MeMyMind,30,3,299,1343.37573,0.0,955.332
43,94,Wr-chijiji,86,0,0,116.22653999999999,0.0,130.21200000000002
44,94,HL80000,60,0,97,571.1905,0.0,395.38599999999997
45,94,eLky_eL,66,0,0,485.094635,0.0,336.64099999999996
46,94,6LiQing,5,8,984,2788.00122,0.0,1764.378
47,94,baozi0207,89,0,78,30.69962,0.0,120.34700000000001
48,94,xiongdiwangba008,55,1,99,694.3899,0.0,434.647
49,94,Solost07,22,1,147,1875.77307,0.0,1170.286
50,94,Monofacetico,76,0,0,231.369141,0.0,202.188
51,94,CVHDFH,88,0,63,13.5253506,0.0,121.92299999999999
52,94,pomingzi1,87,0,0,70.78948000000001,0.0,125.333
53,94,Lq_Msoo,67,0,69,687.3152,0.0,331.754
54,94,W_s_s_W,24,1,85,1886.23047,4615.055,1165.48
55,94,Lzy-eagle,41,0,19,479.2945,5682.59766,599.2719999999999
56,94,YYDxxx,51,0,0,846.8066,2356.64014,455.67400000000004
57,94,wrnmmpa111,9,3,413,3305.12817,1087.16516,1584.131
58,94,845837370,10,2,297,2646.42432,4025.56934,1569.7060000000001
59,94,qinzhou20,32,1,106,829.61084,2505.02148,918.332
60,94,tianchangdajiba,45,0,85,1083.399,0.0,521.673
61,94,stby,93,0,0,24.16265,0.0,102.012
62,94,CaiTou666,49,0,0,678.0304570000001,0.0,475.87199999999996
63,94,ZZz-Sun,34,0,0,1262.91028,0.0,841.909
64,94,huoxiaoboPL,70,0,0,801.289856,0.0,315.31
65,94,tcdyu,52,1,92,439.664063,0.0,454.92800000000005
66,94,xingji12345,43,0,0,1088.451,0.0,1123.375
67,94,RottenHound,46,3,322,417.436523,0.0,508.153
68,94,Lengjing399,79,1,167,88.19171999999999,0.0,186.356
69,94,EMOR1408,91,0,0,17.311891600000003,0.0,112.119
70,94,ONEPUCH,12,1,99,1224.95911,0.0,1511.615
71,94,CCTVDS777,18,1,91,1276.188,3816.92749,1287.3419999999999
72,94,66liuhongguo66,94,0,0,0.0,0.0,158.577
73,94,KELEJIABING17,43,0,95,673.7346,0.0,575.836
74,94,FGJILJIO,15,0,0,3140.58521,0.0,1451.82
75,94,WE_JayEaSon,40,2,183,670.8938,1873.39844,638.7959999999999
76,94,Shhhhhhhh_,19,4,432,1637.9451900000001,6.36846638,1286.601
77,94,naruto1989,35,0,0,1671.6231699999998,483.281158,771.3430000000001
78,94,xiaogushadi,58,0,0,539.9499,0.0,399.164
79,94,yzlnn,69,1,100,542.471558,0.0,318.142
80,94,zyluck,4,2,251,2656.01367,1647.8034699999998,1774.0720000000001
81,94,BanzC63,20,1,119,1998.0983899999999,4721.708,1220.442
82,94,chuantangfenggz,74,0,68,376.345123,0.0,281.127
83,94,Diveo,2,4,535,4519.35547,0.0,1923.3120000000001
84,94,WatchYour0Head,16,0,102,3041.28662,3038.97656,1451.711
85,94,T1mmy94,77,0,63,235.1522,354.6044,201.033
86,94,mir-_0,50,0,19,879.9575,0.0,457.715
87,94,fuh881220,39,1,101,1431.24341,1087.3881800000001,671.868
88,94,Sunnydayzzz,57,0,26,350.7612,0.0,411.159
89,94,xiongmaoTV99999,75,0,0,393.561279,0.0,269.782
90,94,kldhkaddd,17,2,230,3167.12915,0.0,1417.49
91,94,JiXicaonima,23,3,351,1358.72,3791.393,1169.5610000000001
92,94,Sevenemotions7,65,0,0,491.52065999999996,0.0,344.10400000000004
93,94,ZaiLuShang_,68,0,0,223.85582000000002,0.0,325.783
0,95,shuishuiguaiwu,30,1,139,1435.82361,0.0,839.135
1,95,yuanyuanzuiku,51,2,71,370.0308,0.0,349.80800000000005
2,95,KevinLeonard,13,0,4,1135.38135,7498.529,1386.233
3,95,Deaisis,64,0,23,64.48311,1238.09082,204.125
4,95,Seven-KY,87,1,197,9.534239999999999,0.0,104.0
5,95,dedwcfv,91,0,76,21.729770000000002,0.0,97.898
6,95,HY-JYZB,40,1,100,991.241943,1797.1472199999998,659.9630000000001
7,95,wangzongren,37,0,0,1716.72192,0.0,717.6339999999999
8,95,ygnhgw66,63,0,0,174.456009,0.0,205.209
9,95,Linjieli,38,1,290,1102.1430699999999,1766.74292,702.7330000000001
10,95,SUGEWUDI,21,0,35,1300.99866,8111.774409999999,1133.222
11,95,huawei8848,23,0,80,1277.85291,0.0,1037.993
12,95,CuoBan,85,0,50,44.6120262,0.0,114.36200000000001
13,95,HONDNSR250,34,0,40,2176.529,346.344727,772.082
14,95,laotaotong,3,0,157,1919.6743199999999,0.0,1771.144
15,95,soulsway1986,73,1,100,93.30728,0.0,148.628
16,95,17_shousss,1,7,742,2064.3579999999997,2514.46729,1775.815
17,95,Gaseumchung,77,0,0,97.90164,0.0,132.971
18,95,PC31777,12,0,19,1128.59436,0.0,1408.014
19,95,caihuaibiao,66,0,29,273.193329,0.0,190.476
20,95,xiaoze2020,75,0,0,61.74532320000001,0.0,144.203
21,95,HYJ-Ryan,55,1,73,267.100464,495.414429,281.89599999999996
22,95,XiaoJue,25,2,248,1232.69666,0.0,933.6289999999999
23,95,c-n-m-b-a,88,1,100,26.2096634,0.0,103.81299999999999
24,95,laozhang6b,74,1,65,215.503571,0.0,145.415
25,95,Wuhu_SouL,68,2,212,91.29697,0.0,175.84900000000002
26,95,hanghangchijiba,84,0,42,30.356992699999996,0.0,118.771
27,95,BGM_qingshang,19,0,0,2252.54956,0.0,1140.5839999999998
28,95,hewang007,82,0,0,181.299225,0.0,119.244
29,95,DanielDDK,59,0,0,285.206726,0.0,222.18400000000003
30,95,DFZ233,26,2,175,1302.263,816.2184,904.95
31,95,Fengyu1993,94,0,0,20.8737888,0.0,95.62
32,95,liyuanweige,28,0,3,1681.85437,3634.06958,851.128
33,95,Frozzenpuha7,4,3,222,3366.41064,5533.64355,1752.4579999999999
34,95,scottAzzz,62,0,0,75.198494,0.0,211.27200000000002
35,95,Tsy-LingWu,42,2,198,1574.08435,0.0,559.845
36,95,0467Arbiter,24,0,65,2494.19,0.0,965.196
37,95,SmileFish1,48,0,0,1023.45874,0.0,424.61
38,95,dudong5202,92,0,0,51.96785,0.0,96.92299999999999
39,95,Dweiwu,47,0,85,681.509033,2494.4320000000002,442.65
40,95,hunter2268,11,4,399,961.743,0.0,1425.491
41,95,lisiyi520,31,3,449,1599.44019,0.0,838.171
42,95,www_esc,54,1,100,305.85604900000004,0.0,328.309
43,95,EarthCN,58,0,0,271.8568,0.0,232.882
44,95,H_hanye,61,1,100,108.27883100000001,0.0,218.52200000000002
45,95,S_dErge,43,0,0,640.8505,175.603226,539.2719999999999
46,95,yuzhilai,65,0,0,260.61145,0.0,202.296
47,95,ZZZ-Mm,8,8,1027,1739.22949,1055.66418,1576.317
48,95,Gammmmmmmmmmm,67,1,100,165.624954,0.0,179.891
49,95,zzPjs,89,0,22,65.6882,0.0,103.08200000000001
50,95,Steam1y,90,0,73,72.44558,0.0,101.583
51,95,Vayne111111,70,0,0,39.109935799999995,0.0,160.786
52,95,Fresh_Stan,9,2,219,1480.9542199999999,798.0079,1460.34
53,95,Sayid_2tap,80,0,0,133.335342,0.0,124.09
54,95,vivianhao,7,2,152,2892.89063,3669.0024399999998,1642.945
55,95,xiaoniu_1,57,0,17,432.26782199999997,0.0,236.35299999999998
56,95,A-PLAYERUNKWOWN,33,2,170,2174.9139999999998,0.0,826.77
57,95,1570500-PandaTV,83,0,0,70.0533,0.0,119.03299999999999
58,95,281758987,76,1,100,199.048,0.0,141.964
59,95,zhuihun47,44,2,182,1056.6711400000002,0.0,538.82
60,95,Wuan502,50,2,249,527.329468,0.0,387.412
61,95,Amcoppo,72,0,52,57.2643,0.0,157.786
62,95,huya_dxs888,36,0,78,729.068,263.29983500000003,719.4110000000001
63,95,ArtherX,95,0,67,0.8382345440000001,0.0,92.708
64,95,yts023826,17,0,0,2200.63647,2042.82031,1235.0910000000001
65,95,HHHHjkjALLJ,49,1,100,623.4611,548.399048,415.216
66,95,Jack-noah,46,0,19,1133.79333,0.0,484.602
67,95,halorose,93,0,0,26.2415581,0.0,96.757
68,95,ChinaNbBBBNBBB,39,2,192,2082.93,0.0,676.067
69,95,AREA27,79,0,0,49.4094925,0.0,125.719
70,95,Slaughter885,16,0,0,2734.06958,3713.1516100000003,1288.1660000000002
71,95,D-M4A1,29,0,0,2194.3418,0.0,847.075
72,95,huyaTV-yangchi,14,2,227,2471.26733,0.0,1339.2820000000002
73,95,pipishuai,81,0,0,0.0,0.0,120.259
74,95,BK1887415157,15,0,0,2060.5046399999997,3271.34863,1300.882
75,95,ggyyhhzz,69,0,39,170.4893,0.0,166.83700000000002
